,Glacier ID,Latitude,Longitude,Glacier Form,Mean Elevation,Minimum Elevation,Maximum Elevation,Glacier Area,Mean Width,Mean Length,Maximum Length,Average_temp,Topographic Map Year
34381,CN5O192GE024,28.114,87.608,5.0,5697.0,5070.0,6324.0,1.91,1.2,1.6,1.6,7.074083333333333,1979.0
34382,CN5O192GE025,28.127,87.596,5.0,5526.0,5300.0,5753.0,0.39,0.6,0.7,0.7,7.074083333333333,1979.0
34383,CN5O192GE026,28.14,87.6,4.0,5650.0,5400.0,5900.0,0.2,0.3,0.7,0.7,7.074083333333333,1979.0
34384,CN5O192GE027,28.139,87.604,4.0,5705.0,5420.0,5990.0,0.21,0.3,0.8,0.8,7.074083333333333,1979.0
34385,CN5O192GE028,28.14,87.61,4.0,5795.0,5550.0,6040.0,0.52,0.4,1.3,1.3,7.074083333333333,1979.0
34386,CN5O192GE029,28.141,87.614,4.0,5805.0,5520.0,6090.0,0.64,0.4,1.7,1.7,7.074083333333333,1979.0
34387,CN5O192GE030,28.137,87.627,5.0,5858.0,5716.0,6001.0,0.19,0.3,0.7,0.7,7.074083333333333,1979.0
34388,CN5O192GE031,28.141,87.634,9.0,5772.0,5590.0,5954.0,0.1,0.3,0.4,0.4,7.074083333333333,1979.0
34389,CN5O192GE032,28.159,87.597,5.0,5794.0,5237.0,6350.0,3.76,1.5,2.5,3.1,7.074083333333333,1979.0
34390,CN5O192GE033,28.059,87.877,5.0,5970.0,5820.0,6120.0,0.36,0.5,0.8,0.8,7.074083333333333,1979.0
34391,CN5O192GE034,28.048,87.874,9.0,5970.0,5860.0,6081.0,0.05,0.2,0.3,0.3,7.074083333333333,1979.0
34392,CN5O192GE035,28.022,87.876,5.0,5962.0,5815.0,6110.0,0.25,0.3,1.0,1.0,7.074083333333333,1979.0
34393,CN5O192GE036,28.017,87.868,4.0,6085.0,5670.0,6500.0,0.87,0.4,2.3,2.3,7.074083333333333,1979.0
34394,CN5O192GE037,28.018,87.859,4.0,5690.0,5710.0,6071.0,1.22,0.6,2.2,2.2,7.074083333333333,1979.0
34395,CN5O192GE038,28.03,87.855,5.0,6012.0,5775.0,6255.0,0.36,0.4,0.9,0.9,7.074083333333333,1979.0
34396,CN5O192GE039,28.032,87.849,5.0,6015.0,5875.0,6160.0,0.19,0.3,0.6,0.6,7.074083333333333,1979.0
34397,CN5O192GE040,28.012,87.839,5.0,6025.0,5770.0,6180.0,0.16,0.4,0.4,0.4,7.074083333333333,1979.0
34398,CN5O192GE041,28.003,87.842,5.0,5615.0,5779.0,6050.0,0.37,0.4,0.9,0.9,7.074083333333333,1979.0
34399,CN5O192GE042,27.985,87.834,4.0,5893.0,5605.0,6182.0,0.84,0.6,1.3,1.3,7.074083333333333,1979.0
34400,CN5O192GE043,28.003,87.822,5.0,5907.0,5815.0,6000.0,0.12,0.3,0.4,0.4,7.074083333333333,1979.0
34401,CN5O192GE044,28.002,87.833,4.0,5920.0,5790.0,6050.0,0.11,0.2,0.5,0.5,7.074083333333333,1979.0
34402,CN5O192GE045,27.988,87.824,4.0,5868.0,5608.0,6128.0,1.99,0.9,2.2,2.6,7.074083333333333,1979.0
34403,CN5O192GE046,27.985,87.812,5.0,5933.0,5670.0,6196.0,0.21,0.3,0.7,0.7,7.074083333333333,1979.0
34404,CN5O192GE047,27.986,87.808,5.0,5978.0,5760.0,6196.0,0.1,0.1,0.7,0.8,7.074083333333333,1979.0
34405,CN5O192GE048,27.983,87.806,5.0,5918.0,5740.0,6196.0,0.35,0.4,0.9,0.9,7.074083333333333,1979.0
34406,CN5O192GE049,27.978,87.813,5.0,5959.0,5790.0,6128.0,0.22,0.2,0.9,0.9,7.074083333333333,1979.0
34407,CN5O192GE050,27.979,87.817,5.0,6020.0,5912.0,6128.0,0.13,0.3,0.5,0.5,7.074083333333333,1979.0
34408,CN5O192GE051,27.991,87.84,5.0,5930.0,5810.0,6050.0,0.15,0.4,0.4,0.4,7.074083333333333,1979.0
34409,CN5O192GE052,27.986,87.845,4.0,5942.0,5715.0,6170.0,0.65,0.5,1.4,1.5,7.074083333333333,1979.0
34410,CN5O192GE053,27.989,87.836,5.0,5901.0,5725.0,6078.0,0.13,0.2,0.7,0.8,7.074083333333333,1979.0
34411,CN5O192GE054,27.984,87.849,4.0,5992.0,5810.0,6175.0,0.8,0.5,1.6,1.6,7.074083333333333,1979.0
34412,CN5O192GE055,27.959,87.851,3.0,5812.0,5280.0,6343.0,6.51,1.3,4.9,6.2,7.074083333333333,1979.0
34413,CN5O192GE056,27.957,87.819,5.0,5766.0,5420.0,6112.0,0.28,0.4,0.8,0.8,7.074083333333333,1979.0
34414,CN5O192GE057,27.947,87.808,4.0,5715.0,5319.0,6112.0,2.0,0.6,3.3,3.3,7.074083333333333,1979.0
34415,CN5O192GE058,27.988,87.733,5.0,5715.0,5540.0,5890.0,0.18,0.4,0.5,0.5,7.074083333333333,1979.0
34416,CN5O192GE059,27.94,87.795,4.0,5681.0,5370.0,5992.0,0.83,0.4,2.1,2.1,7.074083333333333,1979.0
34417,CN5O192GE060,27.942,87.782,5.0,5752.0,5480.0,6025.0,0.15,0.2,0.7,0.7,7.074083333333333,1979.0
34418,CN5O192GE061,27.942,87.779,5.0,5722.0,5420.0,6025.0,0.21,0.3,0.8,0.8,7.074083333333333,1979.0
34419,CN5O192GE062,27.937,87.803,5.0,5791.0,5610.0,5972.0,0.11,0.2,0.6,0.6,7.074083333333333,1979.0
34420,CN5O192GE063,27.944,87.816,5.0,5831.0,5700.0,5962.0,0.21,0.3,0.7,0.7,7.074083333333333,1979.0
34421,CN5O192GE064,27.92,87.815,2.0,5522.0,4932.0,6112.0,10.21,1.4,7.4,9.1,7.074083333333333,1979.0
34422,CN5O192GE065,27.913,87.783,5.0,5425.0,5150.0,5700.0,0.22,0.3,0.8,0.8,7.074083333333333,1979.0
34423,CN5O192GE066,27.916,87.782,9.0,5350.0,5140.0,5557.0,0.08,0.2,0.4,0.5,7.074083333333333,1979.0
34424,CN5O192GE067,27.914,87.778,5.0,5360.0,5160.0,5560.0,0.14,0.2,0.7,0.7,7.074083333333333,1979.0
34425,CN5O192GE068,27.911,87.776,5.0,5555.0,5290.0,5820.0,0.25,0.3,0.8,0.8,7.074083333333333,1979.0
34426,CN5O192GE069,27.908,87.773,5.0,5620.0,5330.0,5910.0,0.23,0.3,0.8,0.9,7.074083333333333,1979.0
34427,CN5O192GE070,27.907,87.768,5.0,5694.0,5500.0,5887.0,0.15,0.3,0.6,0.6,7.074083333333333,1979.0
34428,CN5O192GE071,27.904,87.773,5.0,5860.0,5810.0,5910.0,0.04,0.3,0.2,0.3,7.074083333333333,1979.0
34429,CN5O192GE072,27.902,87.776,5.0,5876.0,5760.0,5992.0,0.02,0.1,0.2,0.3,7.074083333333333,1979.0
34430,CN5O192GE073,27.885,87.768,3.0,5837.0,5250.0,6424.0,7.91,1.8,4.3,4.3,7.074083333333333,1979.0
34431,CN5O192GE074,27.895,87.748,5.0,5730.0,5460.0,6001.0,0.13,0.2,0.6,0.7,7.074083333333333,1979.0
34432,CN5O192GE075,27.898,87.737,4.0,5102.0,5155.0,6050.0,1.64,0.5,3.2,3.5,7.074083333333333,1979.0
34433,CN5O192GE076,27.924,87.738,9.0,5585.0,5420.0,5750.0,0.06,0.2,0.3,0.5,7.074083333333333,1979.0
34434,CN5O192GE077,27.924,87.734,5.0,5604.0,5360.0,5849.0,0.21,0.2,1.1,1.1,7.074083333333333,1979.0
34435,CN5O192GE078,27.91,87.727,4.0,5714.0,5280.0,6147.0,1.45,0.6,2.5,2.5,7.074083333333333,1979.0
34436,CN5O192GE079,27.911,87.721,5.0,5687.0,5300.0,6074.0,0.43,0.3,1.3,1.3,7.074083333333333,1979.0
34437,CN5O192GE080,27.922,87.714,5.0,5620.0,5435.0,5804.0,0.1,0.1,0.8,0.9,7.074083333333333,1979.0
34438,CN5O192GE081,27.922,87.711,9.0,5651.0,5498.0,5804.0,0.08,0.2,0.4,0.5,7.074083333333333,1979.0
34439,CN5O192GE082,27.917,87.714,5.0,5672.0,5615.0,5730.0,0.12,0.3,0.4,0.4,7.074083333333333,1979.0
34440,CN5O192GE083,27.912,87.711,5.0,5705.0,5430.0,5980.0,0.34,0.4,0.9,0.9,7.074083333333333,1979.0
34441,CN5O192GE084,27.909,87.709,9.0,5744.0,5640.0,5847.0,0.06,0.2,0.3,0.3,7.074083333333333,1979.0
34442,CN5O192GE085,27.91,87.702,9.0,5768.0,5695.0,5840.0,0.05,0.1,0.4,0.4,7.074083333333333,1979.0
34443,CN5O192GE086,27.903,87.712,4.0,5655.0,5230.0,6080.0,1.64,0.8,2.0,2.2,7.074083333333333,1979.0
34444,CN5O192GE087,27.895,87.706,5.0,5841.0,5535.0,6147.0,0.28,0.2,1.2,1.2,7.074083333333333,1979.0
34445,CN5O192GE088,27.895,87.727,5.0,5854.0,5560.0,6147.0,0.47,0.4,1.1,1.1,7.074083333333333,1979.0
34446,CN5O192GE089,27.887,87.73,5.0,5560.0,5700.0,6050.0,0.12,0.2,0.7,0.7,7.074083333333333,1979.0
34447,CN5O192GE090,27.878,87.734,3.0,5765.0,5150.0,6379.0,4.31,0.8,5.7,6.5,7.074083333333333,1979.0
34448,CN5O192GE091,27.876,87.725,9.0,5726.0,5640.0,5812.0,0.04,0.1,0.3,0.3,7.074083333333333,1979.0
34449,CN5O192GE092,27.873,87.713,5.0,5715.0,5570.0,5860.0,0.1,0.2,0.5,0.5,7.074083333333333,1979.0
34450,CN5O192GE093,27.87,87.722,5.0,5740.0,5480.0,6000.0,0.25,0.4,0.6,0.6,7.074083333333333,1979.0
34451,CN5O192GE094,27.87,87.728,5.0,5862.0,5600.0,6124.0,0.25,0.4,0.7,0.7,7.074083333333333,1979.0
34452,CN5O192GE095,27.87,87.739,4.0,5890.0,5400.0,6379.0,0.86,0.8,1.1,1.1,7.074083333333333,1979.0
34453,CN5O192GE096,27.872,87.75,5.0,6030.0,5680.0,6379.0,0.24,0.3,0.9,0.9,7.074083333333333,1979.0
34454,CN5O192GE097,27.872,87.758,5.0,5909.0,5660.0,6158.0,0.24,0.5,0.5,0.5,7.074083333333333,1979.0
34455,CN5O192GE098,27.858,87.755,3.0,5712.0,5000.0,6424.0,8.15,1.1,7.2,8.4,7.074083333333333,1979.0
34456,CN5O192GE099,27.846,87.717,5.0,5420.0,5258.0,5580.0,0.62,0.5,1.2,1.2,7.074083333333333,1979.0
34457,CN5O192GE100,27.849,87.709,5.0,5552.0,5290.0,5814.0,0.18,0.2,0.9,0.9,7.074083333333333,1979.0
34458,CN5O192GE101,27.835,87.707,5.0,5504.0,5195.0,5814.0,0.19,0.2,0.8,0.8,7.074083333333333,1979.0
34459,CN5O192GE102,27.843,87.723,5.0,5426.0,5335.0,5516.0,0.12,0.2,0.7,0.7,7.074083333333333,1979.0
34460,CN5O192GE103,27.842,87.728,5.0,5503.0,5490.0,5516.0,0.23,0.5,0.5,0.5,7.074083333333333,1979.0
34461,CN5O192GE104,27.831,87.736,4.0,5625.0,5110.0,6139.0,2.87,0.8,3.8,3.8,7.074083333333333,1979.0
34462,CN5O192GE105,27.808,87.73,4.0,5233.0,4995.0,5471.0,0.42,0.4,1.2,1.2,7.074083333333333,1979.0
34463,CN5O192GE106,27.809,87.724,4.0,5206.0,4940.0,5471.0,0.53,0.5,1.0,1.1,7.074083333333333,1979.0
34464,CN5O192GE107,27.811,87.716,5.0,5125.0,4900.0,5260.0,0.37,0.4,0.9,0.9,7.074083333333333,1979.0
34465,CN5O192GE108,27.811,87.705,5.0,5182.0,5060.0,5305.0,0.16,0.3,0.5,0.5,7.074083333333333,1979.0
34466,CN5O192GE109,27.812,87.7,5.0,5184.0,4990.0,5378.0,0.16,0.3,0.6,0.6,7.074083333333333,1979.0
34467,CN5O192GE110,27.813,87.696,5.0,5250.0,5080.0,5420.0,0.25,0.3,1.0,1.0,7.074083333333333,1979.0
34468,CN5O192GE111,27.831,87.699,5.0,5220.0,5020.0,5420.0,0.54,0.5,1.2,1.2,7.074083333333333,1979.0
34469,CN5O192GE112,27.819,87.675,4.0,5278.0,4995.0,5599.0,2.48,0.9,2.8,2.8,7.074083333333333,1979.0
34470,CN5O192GE113,27.822,87.667,5.0,5451.0,5275.0,5627.0,0.27,0.3,0.9,0.9,7.074083333333333,1979.0
34471,CN5O192GE114,27.836,87.673,5.0,5517.0,5315.0,5719.0,0.21,0.3,0.7,0.7,7.074083333333333,1979.0
34472,CN5O192GE115,27.839,87.667,5.0,5415.0,5160.0,5670.0,0.54,0.6,0.9,0.9,7.074083333333333,1979.0
34473,CN5O192GE116,27.878,87.655,5.0,5395.0,5290.0,5500.0,0.24,0.2,0.2,0.2,7.074083333333333,1979.0
34474,CN5O192GE117,27.837,87.643,5.0,5330.0,5200.0,5457.0,0.15,0.2,0.8,0.8,7.074083333333333,1979.0
34475,CN5O192GE118,27.836,87.633,5.0,5295.0,5080.0,5510.0,0.42,0.4,1.0,1.0,7.074083333333333,1979.0
34476,CN5O192GE119,27.83,87.63,5.0,5335.0,5210.0,5460.0,0.1,0.1,0.7,0.7,7.074083333333333,1979.0
34477,CN5O192GE120,27.831,87.632,9.0,5360.0,5260.0,5460.0,0.09,0.2,0.5,0.5,7.074083333333333,1979.0
34478,CN5O192GE121,27.823,87.626,5.0,5257.0,5130.0,5384.0,0.32,0.5,0.7,0.7,7.074083333333333,1979.0
34479,CN5O192GE122,27.824,87.621,5.0,5295.0,5130.0,5460.0,0.33,0.3,1.1,1.1,7.074083333333333,1979.0
34480,CN5O192GE123,27.827,87.605,4.0,5290.0,4900.0,5680.0,3.65,1.4,2.7,2.8,7.074083333333333,1979.0
34481,CN5O192GE124,27.834,87.593,5.0,5380.0,5260.0,5520.0,0.15,0.3,0.5,0.5,7.074083333333333,1979.0
34482,CN5O192GE125,27.848,87.592,4.0,5275.0,4930.0,5620.0,0.94,0.6,1.7,1.7,7.074083333333333,1979.0
34483,CN5O192GE126,27.857,87.589,4.0,5452.0,5050.0,5854.0,0.53,0.4,1.5,1.5,7.074083333333333,1979.0
34484,CN5O192GE127,27.861,87.588,5.0,5550.0,5300.0,5800.0,0.41,0.3,1.2,1.2,7.074083333333333,1979.0
34485,CN5O192GE128,27.872,87.594,5.0,5135.0,5010.0,5260.0,0.2,0.3,0.6,0.6,7.074083333333333,1979.0
34486,CN5O192GE129,27.865,87.577,5.0,5302.0,4750.0,5854.0,1.39,1.0,1.4,1.4,7.074083333333333,1979.0
34487,CN5O192GE130,27.873,87.548,5.0,5249.0,4982.0,5515.0,0.26,0.3,0.9,0.9,7.074083333333333,1979.0
34488,CN5O192GE131,27.883,87.553,5.0,5055.0,4710.0,5400.0,0.44,0.4,1.0,1.0,7.074083333333333,1979.0
34489,CN5O192GE132,27.884,87.542,4.0,5055.0,4710.0,5400.0,0.6,0.5,1.2,1.2,7.074083333333333,1979.0
34490,CN5O192GE133,27.886,87.536,5.0,5112.0,4780.0,5444.0,0.32,0.4,0.8,0.8,7.074083333333333,1979.0
34491,CN5O192GE134,27.88,87.53,5.0,4970.0,4760.0,5180.0,0.15,0.2,0.7,0.7,7.074083333333333,1979.0
34492,CN5O192GE135,27.891,87.503,5.0,4862.0,4490.0,5135.0,0.62,0.9,0.7,0.7,7.074083333333333,1979.0
34493,CN5O192GE136,27.891,87.502,4.0,5432.0,5136.0,5730.0,0.18,0.3,0.6,0.7,7.074083333333333,1979.0
34494,CN5O192GE137,27.889,87.503,5.0,4915.0,4830.0,5000.0,0.05,0.2,0.2,0.2,7.074083333333333,1979.0
34495,CN5O192GE138,27.874,87.541,5.0,5159.0,4800.0,5515.0,0.98,0.7,1.4,1.4,7.074083333333333,1979.0
34496,CN5O192GE139,27.87,87.544,5.0,5200.0,5100.0,5300.0,0.1,0.3,0.4,0.4,7.074083333333333,1979.0
34497,CN5O203A0001,27.748,88.87,3.0,5080.0,4560.0,5600.0,1.13,0.8,1.5,1.5,7.14975,1982.0
34498,CN5O203A0002,27.756,88.865,5.0,5200.0,4800.0,5600.0,0.23,0.2,1.1,1.1,7.14975,1982.0
34499,CN5O203A0003,27.765,88.859,3.0,5216.0,4680.0,5753.0,0.95,0.6,1.7,1.7,7.14975,1982.0
34500,CN5O203A0004,27.825,88.879,4.0,5324.0,5080.0,5568.0,0.3,0.3,1.0,1.0,7.14975,1982.0
34501,CN5O203A0005,27.821,88.884,4.0,5340.0,5160.0,5520.0,0.28,0.3,0.8,0.8,7.14975,1982.0
34502,CN5O203A0006,27.816,88.89,4.0,5442.0,5175.0,5708.0,0.18,0.3,0.6,0.6,7.14975,1982.0
34503,CN5O203A0007,27.82,88.891,5.0,5446.0,5185.0,5708.0,0.05,0.1,0.7,0.7,7.14975,1982.0
34504,CN5O203A0008,27.824,88.893,3.0,5220.0,4840.0,5600.0,0.53,0.3,1.6,1.6,7.14975,1982.0
34505,CN5O203A0009,27.829,88.887,4.0,5240.0,4940.0,5540.0,0.58,0.5,1.1,1.1,7.14975,1982.0
34506,CN5O203A0010,27.853,88.89,4.0,5506.0,5280.0,5752.0,0.4,0.5,0.8,0.8,7.14975,1982.0
34507,CN5O203A0011,27.846,88.906,5.0,5510.0,5320.0,5700.0,0.1,0.2,0.5,0.5,7.14975,1982.0
34508,CN5O203A0012,27.862,88.895,3.0,5597.0,4670.0,6523.0,6.38,1.4,4.7,4.7,7.14975,1982.0
34509,CN5O203A0013,27.87,88.905,4.0,5684.0,5360.0,6008.0,0.43,0.5,0.9,0.9,7.14975,1982.0
34510,CN5O203A0014,27.867,88.913,5.0,5544.0,5360.0,5728.0,0.13,0.3,0.5,0.5,7.14975,1982.0
34511,CN5O203A0015,27.871,88.909,5.0,5560.0,5420.0,5700.0,0.03,0.1,0.3,0.3,7.14975,1982.0
34512,CN5O203A0016,27.876,88.916,3.0,5638.0,4590.0,6685.0,6.98,0.9,7.9,7.9,7.14975,1982.0
34513,CN5O203A0017,27.903,88.921,4.0,5646.0,5160.0,6131.0,0.73,0.7,1.0,1.0,7.14975,1982.0
34514,CN5O203A0018,27.911,88.935,4.0,5366.0,5040.0,5691.0,0.3,0.3,0.9,0.9,7.14975,1982.0
34515,CN5O203A0019,27.911,88.896,3.0,6012.0,5000.0,7024.0,18.92,2.5,7.5,7.5,7.14975,1982.0
34516,CN5O203A0020,27.938,88.88,5.0,6470.0,6340.0,6600.0,0.13,0.4,0.3,0.3,7.14975,1982.0
34517,CN5O203A0021,27.825,89.256,3.0,6241.0,5470.0,7012.0,2.18,0.6,3.5,3.5,7.14975,1982.0
34518,CN5O203A0022,27.809,89.25,3.0,6171.0,5130.0,7012.0,3.68,1.2,3.1,3.1,7.14975,1982.0
34519,CN5O203A0023,27.793,89.231,4.0,5450.0,5100.0,5800.0,1.15,1.0,1.2,1.2,7.14975,1982.0
34520,CN5O203A0024,27.784,89.229,4.0,5524.0,5180.0,5868.0,0.53,0.4,1.2,1.2,7.14975,1982.0
34521,CN5O203A0025,27.547,89.157,3.0,5155.0,4605.0,5704.0,1.0,0.4,2.3,2.3,7.14975,1982.0
34522,CN5O207BA037,28.047,90.936,5.0,5151.0,4870.0,5432.0,0.88,0.9,0.9,1.0,7.14975,1982.0
34523,CN5O207BA038,28.051,90.939,5.0,5045.0,4930.0,5160.0,0.08,0.3,0.3,0.4,7.14975,1982.0
34524,CN5O207BA039,28.054,90.938,4.0,5110.0,4880.0,5340.0,0.35,0.4,0.8,1.0,7.14975,1982.0
34525,CN5O207BA040,28.059,90.941,5.0,5198.0,4980.0,5416.0,0.12,0.3,0.4,0.4,7.14975,1982.0
34526,CN5O207BA041,28.06,90.947,5.0,5068.0,4720.0,5416.0,0.4,0.5,1.0,1.2,7.14975,1982.0
34527,CN5O207BA042,28.067,90.943,5.0,5083.0,4750.0,5416.0,0.48,0.4,1.2,1.5,7.14975,1982.0
34528,CN5O207BA043,28.072,90.945,5.0,4949.0,4800.0,5098.0,0.15,0.2,0.7,0.8,7.14975,1982.0
34529,CN5O207BA044,28.067,90.94,4.0,5117.0,4818.0,5416.0,0.4,0.3,1.2,1.5,7.14975,1982.0
34530,CN5O207BA045,28.045,90.924,5.0,5206.0,4980.0,5432.0,0.45,0.8,0.6,0.7,7.14975,1982.0
34531,CN5O207BA046,28.042,90.918,5.0,5245.0,5100.0,5390.0,0.1,0.3,0.3,0.3,7.14975,1982.0
34532,CN5O207BA047,28.039,90.917,5.0,5270.0,5080.0,5460.0,0.12,0.3,0.4,0.4,7.14975,1982.0
34533,CN5O207BA048,28.033,90.917,5.0,5284.0,5010.0,5558.0,0.48,0.7,0.7,0.8,7.14975,1982.0
34534,CN5O207BA049,28.028,90.911,5.0,5200.0,5080.0,5320.0,0.08,0.2,0.4,0.5,7.14975,1982.0
34535,CN5O207BA050,28.044,90.892,5.0,5225.0,4900.0,5550.0,0.71,0.7,1.0,1.1,7.14975,1982.0
34536,CN5O207BA051,28.05,90.883,3.0,5197.0,4750.0,5644.0,3.78,1.1,3.3,3.8,7.14975,1982.0
34537,CN5O207BA052,28.067,90.892,4.0,4985.0,4540.0,5430.0,2.08,0.6,3.4,3.8,7.14975,1982.0
34538,CN5O207BA053,28.078,90.851,5.0,5275.0,5040.0,5510.0,0.25,0.3,0.8,0.9,7.14975,1982.0
34539,CN5O207BA054,28.084,90.89,5.0,5055.0,4900.0,5210.0,0.32,0.4,0.8,0.9,7.14975,1982.0
34540,CN5O207BA055,28.095,90.888,9.0,4971.0,4870.0,5072.0,0.02,0.1,0.2,0.3,7.14975,1982.0
34541,CN5O207BA056,28.061,90.869,5.0,5235.0,5060.0,5410.0,1.25,0.9,1.4,1.6,7.14975,1982.0
34542,CN5O207BA057,28.053,90.833,2.0,5330.0,4438.0,6222.0,22.12,1.9,11.5,12.4,7.14975,1982.0
34543,CN5O207BA058,28.084,90.832,5.0,5533.0,5147.0,5919.0,0.42,0.4,1.0,1.2,7.14975,1982.0
34544,CN5O207BA059,28.096,90.849,5.0,5722.0,5400.0,6045.0,0.15,0.2,0.7,0.9,7.14975,1982.0
34545,CN5O207BA060,28.096,90.85,5.0,5736.0,5400.0,6073.0,0.32,0.3,1.0,1.1,7.14975,1982.0
34546,CN5O207BA061,28.095,90.858,5.0,5732.0,5390.0,6073.0,0.48,0.4,1.2,1.4,7.14975,1982.0
34547,CN5O207BA062,28.1,90.859,5.0,5560.0,5280.0,5840.0,0.32,0.7,0.7,0.8,7.14975,1982.0
34548,CN5O207BA063,28.105,90.86,5.0,5336.0,4600.0,6073.0,2.7,1.0,2.6,2.8,7.14975,1982.0
34549,CN5O207BA064,28.115,90.905,9.0,4916.0,4810.0,5022.0,0.05,0.2,0.2,0.3,7.14975,1982.0
34550,CN5O207BA065,28.118,90.901,5.0,4900.0,4710.0,5090.0,0.1,0.2,0.5,0.6,7.14975,1982.0
34551,CN5O207BA066,28.12,90.895,5.0,4976.0,4770.0,5182.0,0.22,0.3,0.7,0.9,7.14975,1982.0
34552,CN5O207BA067,28.122,90.88,3.0,5205.0,4700.0,5710.0,2.98,0.9,3.2,3.5,7.14975,1982.0
34553,CN5O207BA068,28.135,90.888,5.0,5254.0,5120.0,5388.0,0.35,0.7,0.5,0.7,7.14975,1982.0
34554,CN5O207BA069,28.135,90.89,5.0,5201.0,5190.0,5212.0,0.18,0.3,0.6,0.6,7.14975,1982.0
34555,CN5O207BB001,28.141,90.928,4.0,5054.0,4740.0,5368.0,1.34,0.7,1.8,2.0,7.14975,1982.0
34556,CN5O207BB002,28.145,90.933,5.0,4996.0,4624.0,5368.0,0.6,0.4,1.6,1.7,7.14975,1982.0
34557,CN5O207BB003,28.15,90.933,5.0,5100.0,4930.0,5270.0,0.15,0.3,0.5,0.7,7.14975,1982.0
34558,CN5O207BB004,28.153,90.933,5.0,5068.0,4910.0,5226.0,0.12,0.2,0.5,0.5,7.14975,1982.0
34559,CN5O207BB005,28.145,90.925,5.0,5179.0,4930.0,5428.0,0.8,0.6,1.4,1.5,7.14975,1982.0
34560,CN5O207BB006,28.142,90.912,5.0,5184.0,4944.0,5428.0,0.88,0.6,1.5,1.8,7.14975,1982.0
34561,CN5O207BB007,28.141,90.888,5.0,5195.0,4920.0,5470.0,0.82,0.5,1.5,1.7,7.14975,1982.0
34562,CN5O207BB008,28.167,90.891,5.0,5110.0,4870.0,5350.0,0.72,0.6,1.1,1.2,7.14975,1982.0
34563,CN5O207BB009,28.125,90.867,3.0,5309.0,4800.0,5818.0,3.08,1.2,2.7,2.9,7.14975,1982.0
34564,CN5O207BB010,28.136,90.857,4.0,5224.0,4860.0,5587.0,0.73,0.4,1.8,2.1,7.14975,1982.0
34565,CN5O207BB011,28.135,90.851,4.0,5268.0,4950.0,5587.0,0.76,0.4,2.1,2.3,7.14975,1982.0
34566,CN5O207BB012,28.135,90.847,5.0,5260.0,5060.0,5460.0,0.18,0.3,0.7,0.9,7.14975,1982.0
34567,CN5O207BB013,28.107,90.848,4.0,5634.0,5195.0,6073.0,1.29,0.8,1.7,2.0,7.14975,1982.0
34568,CN5O207BB014,28.108,90.842,5.0,5633.0,5420.0,5846.0,0.25,0.4,0.6,0.7,7.14975,1982.0
34569,CN5O207BB015,28.1,90.842,5.0,5865.0,5720.0,6010.0,0.12,0.3,0.3,0.5,7.14975,1982.0
34570,CN5O207BB016,28.087,90.833,4.0,5354.0,5200.0,5508.0,0.94,0.6,1.4,1.5,7.14975,1982.0
34571,CN5O207BB017,28.088,90.822,4.0,5570.0,5260.0,5880.0,0.75,0.3,2.4,2.6,7.14975,1982.0
34572,CN5O207BB018,28.087,90.817,4.0,5647.0,5420.0,5874.0,0.88,0.5,1.9,2.0,7.14975,1982.0
34573,CN5O207BB019,28.078,90.808,4.0,5857.0,5320.0,6394.0,2.02,0.6,3.6,3.9,7.14975,1982.0
34574,CN5O207BB020,28.084,90.8,5.0,5822.0,5660.0,5985.0,0.09,0.3,0.3,0.3,7.14975,1982.0
34575,CN5O207BB021,28.058,90.775,3.0,5831.0,5298.0,6364.0,13.8,1.6,8.5,8.8,7.14975,1982.0
34576,CN5O207BB022,28.08,90.76,5.0,5852.0,5660.0,6044.0,0.05,0.2,0.2,0.3,7.14975,1982.0
34577,CN5O207BB023,28.092,90.767,5.0,5736.0,5440.0,6032.0,0.31,0.4,0.8,0.9,7.14975,1982.0
34578,CN5O207BB024,28.118,90.793,5.0,5059.0,4930.0,5188.0,0.08,0.2,0.4,0.5,7.14975,1982.0
34579,CN5O207BB025,28.117,90.792,5.0,5035.0,4930.0,5140.0,0.09,0.2,0.5,0.6,7.14975,1982.0
34580,CN5O207BB026,28.099,90.777,5.0,5624.0,5500.0,5748.0,0.25,0.4,0.6,0.7,7.14975,1982.0
34581,CN5O207BB027,28.1,90.767,5.0,5689.0,5438.0,5941.0,0.72,0.6,1.3,1.5,7.14975,1982.0
34582,CN5O207BB028,28.084,90.763,4.0,5757.0,5470.0,6044.0,0.62,0.5,1.2,1.4,7.14975,1982.0
34583,CN5O207BB029,28.08,90.76,5.0,6132.0,5820.0,6444.0,0.05,0.2,0.2,0.3,7.14975,1982.0
34584,CN5O207BB030,28.064,90.742,5.0,5761.0,5144.0,6378.0,5.38,1.4,3.8,4.0,7.14975,1982.0
34585,CN5O207BB031,28.077,90.717,3.0,5504.0,4880.0,6127.0,6.68,1.0,6.8,7.2,7.14975,1982.0
34586,CN5O207BB032,28.096,90.723,5.0,5636.0,5280.0,5992.0,1.22,1.0,1.3,1.5,7.14975,1982.0
34587,CN5O207BB033,28.092,90.714,5.0,5620.0,5320.0,5920.0,0.32,0.4,0.9,1.0,7.14975,1982.0
34588,CN5O207BB034,28.085,90.694,5.0,5634.0,5140.0,6127.0,2.4,1.5,1.6,1.9,7.14975,1982.0
